q3_storeroomReplenishRate,Location,Date,Lat,Alt,Lng,SurveyID,TripID,TotalCount,FemaleCount,MaleCount,Speed,Username,q0a_shopID,q0b_surveyConsent,q1_workerCount,q2_storeroomSize,q4_deliveryCount,q5_timeCheck,q6_deliverOrPickup,q7_DELmanufactOrExclDist,q8_DELsupplierReplenishRate,q9_DELlastReplenish,q10a_DELlastReplenishSize,q11_DELtimeOfArrival,q12_DELgoodsArrivalTime1,q13_DELerpPrice,q14_PUPmanufactOrExclDist,q15_PUPsupplierReplenishRate,q16_PUPlastReplenish,q17_PUPlastReplenishSize,q18_PUPvehicleType,q19_PUPerpPrice,q16_1a_companyDelivery1,q16_1b_companyDelivery1,q16_2a_companyDelivery1,q16_2b_companyDelivery1,q16_3a_companyDelivery1,q16_3b_companyDelivery1,q16_4a_companyDelivery1,q16_4b_companyDelivery1,q16_5a_companyDelivery1,q16_5b_companyDelivery1,q16_6a_companyDelivery1,q16_6b_companyDelivery1,q16_7a_companyDelivery1,q16_7b_companyDelivery1,q16_8a_companyDelivery1,q16_8b_companyDelivery1,q16_9a_companyDelivery1,q16_9b_companyDelivery1,q16_10a_companyDelivery1,q16_10b_companyDelivery1,eq1_establishmentName,eq2_postCode,eq3_storeLocation,eq4_visibleArea,eq5_retailChain,eq6a_weekdayHoursOpen,eq6b_establishmentIndustry,eq7_weekdayHoursClose,eq8a_relativeAmountSales,eq8b_relativeAmountSales,eq8c_relativeAmountSales,eq8d_relativeAmountSales,eq8e_relativeAmountSales,eq8f_relativeAmountSales,eq8g_relativeAmountSales,eq8h_relativeAmountSales,eq8i_relativeAmountSales,q20_1a_companyDelivery1,q20_1b_companyDelivery1,q20_2a_companyDelivery1,q20_2b_companyDelivery1,q20_3a_companyDelivery1,q20_3b_companyDelivery1,q20_4a_companyDelivery1,q20_4b_companyDelivery1,q20_5a_companyDelivery1,q20_5b_companyDelivery1,q20_6a_companyDelivery1,q20_6b_companyDelivery1,q20_7a_companyDelivery1,q20_7b_companyDelivery1,q20_8a_companyDelivery1,q20_8b_companyDelivery1,q20_9a_companyDelivery1,q20_9b_companyDelivery1,q20_10a_companyDelivery1,q20_10b_companyDelivery1,** q5_timeCheck,q20,eq6b_weekdayHoursClose,eq7_establishmentIndustry
18,"<Point><coordinates>103.8554207,1.3096436,0.0</coordinates></Point>",2014-07-14 15:43:48,1.3096436,0.0,103.8554207,S5304095,,0,0,0,,yinjin26@gmail.com,23370,Yes,2,There is no storage space.,23,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sonia sundries,207667,Street/street houses,Less than 10 m2,No,0000,,,1 (Least),1 (Least),3 (Most),1 (Least),1 (Least),1 (Least),0 (None),1 (Least),1 (Least),"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple times a day. 一天几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once a week. 一个星期一次,"(Cooked, Prepared food)",Multiple days a week. 一个星期几次,"(Clothes, shoes, bags)",Multiple days a week. 一个星期几次,"(Personal accessories/ effects (Watch, jewelries))",Multiple days a week. 一个星期几次,(Other household cleaning products),Multiple days a week. 一个星期几次,,,,,,,,,0000,Grocery store mainly selling several types of dry goods (consumer packaged goods) (471)
1,"<Point><coordinates>103.8580281,1.3085719,0.0</coordinates></Point>",2014-07-14 16:19:13,1.3085719,0.0,103.8580281,S8608189,,0,0,0,0.0,hhhdasdl@gmail.com,4026,Yes,,10 m2 - 25 m2,5,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Butter Studio,208865,Street/street houses,50 m2 - 100 m2,Yes,1030,,,1 (Least),2 (Some),1 (Least),0 (None),0 (None),0 (None),0 (None),0 (None),,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Once every two weeks. 每两个星期一次,"(Fresh food (e.g. Vegetable, meat))",Once a week. 一个星期一次,"(Packaging materials, e.g. plastic boxes and bags)",Or less. 更少,,,,,,,,,,,,,,,,,2200,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
2,"<Point><coordinates>103.850815,1.3053101,0.0</coordinates></Point>",2014-07-14 17:04:52,1.3053101,0.0,103.850815,S1864762,,0,0,0,0.0,haokaishi520@gmail.com,25399,Yes,15,Less than 10 m2,10,"Even (Sidebar, Mod2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,the banana leaf apolo,217959,Indoor/underground mall,100 m2 – 200 m2,No,1030,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),"(Frozen food (e.g. Frozen meat, cake))",Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",Multiple days a week. 一个星期几次,,,,,,,,,,,,,,,,,2130,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>103.8555057,1.3085307,0.0</coordinates></Point>",2014-07-14 15:22:10,1.3085307,0.0,103.8555057,S6130142,,0,0,0,,yinjin26@gmail.com,799997,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,"<Point><coordinates>103.8555448,1.3066433,0.0</coordinates></Point>",2014-07-14 16:28:32,1.3066433,0.0,103.8555448,S1459121,,0,0,0,,yinjin26@gmail.com,799989,Yes,3,There is no storage space.,40,"Even (Sidebar, Mod2)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",25x25x25cm,3:00PM to 5:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",,,,,,,,,,,,,,,,,,,,,,,,,,,,I Tec,,Street/street houses,50 m2 - 100 m2,Yes,0000,,,1 (Least),2 (Some),3 (Most),1 (Least),3 (Most),1 (Least),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,0000,"Grocery store mainly selling fresh products (e.g. a mix of vegetables, meat, fish, others)  (472)"
,"<Point><coordinates>103.8515736,1.3059951,28.0</coordinates></Point>",2014-07-14 16:58:52,1.3059951,28.0,103.8515736,S7105476,,0,0,0,0.0,saraheleanormao@gmail.com,21851,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"<Point><coordinates>103.8512359,1.3051725,0.0</coordinates></Point>",2014-07-14 17:29:52,1.3051725,0.0,103.8512359,S9699167,,0,0,0,0.0,saraheleanormao@gmail.com,50004,Yes,6,There is no storage space.,"1 (Sidebar, Mod1)","Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From our corporate warehouse/ office. 我们公司自己的货仓,Once a week. 一个星期一次,"(Personal accessories/ effects (Watch, jewelries))",25x25x25cm,Do not remember. 不知道，不记得,The other party. 出货的人决定。,Not in the ERP affected zone. 不在ERP区内,,,,,,,,,,,,,,,,,,,,,,,,,,,,218039,Street/street houses,25 m2 - 50 m2,Yes,1000,,,0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),3 (Most),0 (None),,,,,,,,,,,,,,,,,,,,,,,2200,Personal accessories stores (4773)
,"<Point><coordinates>-71.0916633,42.3599372,0.0</coordinates></Point>",2014-07-14 10:05:26,42.3599372,0.0,-71.0916633,S1976361,T7113662,0,0,0,0.003251541629433632,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916759,42.3599497,0.0</coordinates></Point>",2014-07-14 10:08:57,42.3599497,0.0,-71.0916759,S3252175,,0,0,0,0.001977173164486885,kuanbutts@gmail.com,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916661,42.359942,0.0</coordinates></Point>",2014-07-14 12:02:42,42.359942,0.0,-71.0916661,S8702983,,0,0,0,0.0,kuanbutts@gmail.com,1010101010101001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916064,42.3897223,0.0</coordinates></Point>",2014-07-14 22:16:32,42.3897223,0.0,-71.0916064,S7773479,,0,0,0,0.0,kuanbutts@gmail.com,777777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916575,42.3599341,0.0</coordinates></Point>",2014-07-14 10:15:29,42.3599341,0.0,-71.0916575,S4360269,,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916633,42.359937,0.0</coordinates></Point>",2014-07-14 10:05:37,42.359937,0.0,-71.0916633,S6866901,T7113662,0,0,0,0.002384534552693367,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shops that only sells cosmetics and toiletries (47721),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916576,42.3599342,0.0</coordinates></Point>",2014-07-14 10:15:33,42.3599342,0.0,-71.0916576,S9983797,,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916575,42.3599341,0.0</coordinates></Point>",2014-07-14 10:15:25,42.3599341,0.0,-71.0916575,S3088776,,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916735,42.359935,0.0</coordinates></Point>",2014-07-14 12:02:49,42.359935,0.0,-71.0916735,S7731183,,0,0,0,0.0,kuanbutts@gmail.com,1010101010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916641,42.3599332,0.0</coordinates></Point>",2014-07-14 10:13:46,42.3599332,0.0,-71.0916641,S7783152,,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal accessories stores (4773)
,"<Point><coordinates>-71.0916812,42.3599453,0.0</coordinates></Point>",2014-07-14 10:09:07,42.3599453,0.0,-71.0916812,S8349634,,0,0,0,0.001977173164486885,kuanbutts@gmail.com,,,,,,,It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916636,42.3599371,0.0</coordinates></Point>",2014-07-14 10:05:23,42.3599371,0.0,-71.0916636,S3472528,T7113662,0,0,0,0.0019771733880043028,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0915873,42.3897038,0.0</coordinates></Point>",2014-07-14 22:18:52,42.3897038,0.0,-71.0915873,S4846692,,0,0,0,0.006637096703052521,kuanbutts@gmail.com,77772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916572,42.3599338,0.0</coordinates></Point>",2014-07-14 10:17:06,42.3599338,0.0,-71.0916572,S0128876,T0587903,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacies and drug stores. May sell other personal products (47722/3)
,"<Point><coordinates>-71.0916577,42.3599341,0.0</coordinates></Point>",2014-07-14 10:15:57,42.3599341,0.0,-71.0916577,S5897020,T0587903,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916577,42.3599345,0.0</coordinates></Point>",2014-07-14 10:15:44,42.3599345,0.0,-71.0916577,S8312695,,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916602,42.3599322,0.0</coordinates></Point>",2014-07-14 10:12:35,42.3599322,0.0,-71.0916602,S1638045,,0,0,0,0.0,kuanbutts@gmail.com,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.091658,42.3599336,0.0</coordinates></Point>",2014-07-14 10:16:50,42.3599336,0.0,-71.091658,S8722021,T0587903,0,0,0,0.0,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pharmacies and drug stores. May sell other personal products (47722/3)
,"<Point><coordinates>-71.0916634,42.3599368,0.0</coordinates></Point>",2014-07-14 10:05:47,42.3599368,0.0,-71.0916634,S6440342,T7113662,0,0,0,0.0013329633325338363,kuanbutts@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Personal accessories stores (4773),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0916735,42.359935,0.0</coordinates></Point>",2014-07-14 12:02:55,42.359935,0.0,-71.0916735,S9124558,,0,0,0,0.0,kuanbutts@gmail.com,10101010010101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>-71.0915796,42.3897033,0.0</coordinates></Point>",2014-07-14 22:24:13,42.3897033,0.0,-71.0915796,S5940536,,0,0,0,0.0,kuanbutts@gmail.com,777773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.7396005,1.3375165,0.0</coordinates></Point>",2014-07-15 09:20:39,1.3375165,0.0,103.7396005,S0802356,,0,0,0,,yinjin26@gmail.com,0.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8254422,1.2825898,0.0</coordinates></Point>",2014-07-15 10:21:50,1.2825898,0.0,103.8254422,S1979101,,0,0,0,0.0,haokaishi520@gmail.com,0000,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"<Point><coordinates>103.8415484,1.2799332,15.068447866352312</coordinates></Point>",2014-07-15 11:00:56,1.2799332,15.068447866352312,103.8415484,S6686308,,0,0,0,0.0,kimcuong030992@gmail.com,3732,Yes,10,Less than 10 m2,15,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",100x100x100m,3:00PM to 5:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,3 (Most),0 (None),1 (Least),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8244505,1.2805678,0.0</coordinates></Point>",2014-07-15 10:15:00,1.2805678,0.0,103.8244505,S5175122,,0,0,0,,yinjin26@gmail.com,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8254422,1.2825898,0.0</coordinates></Point>",2014-07-15 10:23:19,1.2825898,0.0,103.8254422,S3978798,,0,0,0,0.0,haokaishi520@gmail.com,0000,Yes,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,"<Point><coordinates>103.8410445,1.2804222,16.930325527235322</coordinates></Point>",2014-07-15 11:38:27,1.2804222,16.930325527235322,103.8410445,S9493446,,0,0,0,0.0,kimcuong030992@gmail.com,26354,Yes,60,There is no storage space.,30,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",100x100x100m,11:00PM to 1:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,Do not know. 不知道,,,,,No. 否,,,,,,,,,,,,,,,,,,,,,Three Buns Bistro,089143,Street/street houses,50 m2 - 100 m2,No,11,,,3 (Most),1 (Least),2 (Some),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,,,,24,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
17,"<Point><coordinates>103.8441882,1.284811,0.0</coordinates></Point>",2014-07-15 11:55:56,1.284811,0.0,103.8441882,S8207214,,0,0,0,,yinjin26@gmail.com,,,9,100 m2 - 200 m2,18,"Pharmacy (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,3:00PM to 5:00 PM,The other party. 出货的人决定。,No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,chop wah on ,058340,Street/street houses,25 m2 - 50 m2,No,1000,,,0 (None),0 (None),0 (None),0 (None),0 (None),3 (Most),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,1800,Pharmacies and drug stores. May sell other personal products (47722/3)
6,"<Point><coordinates>103.8438458,1.2833908,0.0</coordinates></Point>",2014-07-15 13:56:54,1.2833908,0.0,103.8438458,S1260446,,0,0,0,0.0,haokaishi520@gmail.com,24848,Yes,15,There is no storage space.,15,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a day. 一天一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",100x100x100m,11:00PM to 1:00 PM,We negotiate the delivery time together. 我们有商量最适当的送货时间。,No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,tam kah shark fin ,58964,Street/street houses,50 m2 - 100 m2,Yes,0900,,,0 (None),0 (None),2 (Some),0 (None),0 (None),2 (Some),0 (None),0 (None),2 (Some),,,,,,,,,,,,,,,,,,,,,,,2200,Grocery store mainly selling several types of dry goods (consumer packaged goods) (471)
60,"<Point><coordinates>103.8418982,1.2803078,32.26961777927266</coordinates></Point>",2014-07-15 13:59:33,1.2803078,32.26961777927266,103.8418982,S1632978,,0,0,0,0.0,kimcuong030992@gmail.com,18081,Yes,7,Less than 10 m2,30,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a day. 一天一次,"(Frozen food (e.g. Frozen meat, cake),Fresh food (e.g. Vegetable, meat),Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",200x100x100m,9:00AM to 11:00 AM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Nicholas Le Restaurant,088386,Street/street houses,25 m2 - 50 m2,No,1200,,,3 (Most),2 (Some),1 (Least),0 (None),,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8427248,1.2861947,0.0</coordinates></Point>",2014-07-15 14:29:17,1.2861947,0.0,103.8427248,S7354468,,0,0,0,,yinjin26@gmail.com,5105.1828,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,"<Point><coordinates>103.8429797,1.28,-130.44611824170119</coordinates></Point>",2014-07-15 14:42:02,1.28,-130.44611824170119,103.8429797,S9818738,,0,0,0,0.0,kimcuong030992@gmail.com,24253,Yes,4,Less than 10 m2,15,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Multiple days a week. 一个星期几次,"(Frozen food (e.g. Frozen meat, cake))",50x50x50cm,3:00PM to 5:00 PM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Sugar Granny Cafe,088323,Street/street houses,25 m2 - 50 m2,No,1200,,,3 (Most),0 (None),1 (Least),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2300,"Cafes, restaurants, bars and bakeries baked on site (5611, 56121, 1071)"
,"<Point><coordinates>103.8436907,1.2864211,0.0</coordinates></Point>",2014-07-15 14:51:42,1.2864211,0.0,103.8436907,S3489661,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,"<Point><coordinates>103.8441168,1.2824917,0.0</coordinates></Point>",2014-07-15 16:34:47,1.2824917,0.0,103.8441168,S3775168,,0,0,0,0.0,kimcuong030992@gmail.com,88884,Yes,2,There is no storage space.,7,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From the manufacturer or exclusive distributor. 工厂或者专属供应商 (专卖一种品牌的产品),Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",25x25x25cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Food court and hawkers (5614, 56122)"
6,"<Point><coordinates>103.8421766,1.2826418,0.0</coordinates></Point>",2014-07-15 16:34:58,1.2826418,0.0,103.8421766,S2392777,,0,0,0,0.0,haokaishi520@gmail.com,12765,Yes,3,There is no storage space.,3,"Odd (Sidebar, Mod1)",,,,,,,We negotiate the delivery time together. 我们有商量最适当的送货时间。,,,,,,,,,,,,,,,,,,,,,,,,,,,,meishi zhijia,050335,Indoor/underground mall,10 m2 - 25 m2,No,0900,,,3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,"Food court and hawkers (5614, 56122)"
12,"<Point><coordinates>103.8436106,1.2835057,0.0</coordinates></Point>",2014-07-15 16:47:57,1.2835057,0.0,103.8436106,S5093229,,0,0,0,0.0,kimcuong030992@gmail.com,88882,Yes,2,There is no storage space.,7,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From another store. 另一间店,Once a day. 一天一次,"(Fresh food (e.g. Vegetable, meat))",50x50x50cm,11:00PM to 1:00 PM,"The store, the goods are delivered at a time we specified. 我们有指定送货时间。",No. 否,,,,,,,,,,,,,,,,,,,,,,,,,,,Damn Nice Scissors Cut Curry Rice,050335,Others,Less than 10 m2,No,1100,,,3 (Most),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,"Food court and hawkers (5614, 56122)"
4,"<Point><coordinates>103.8435839,1.2829341,0.0</coordinates></Point>",2014-07-15 16:54:05,1.2829341,0.0,103.8435839,S6506544,,0,0,0,0.0,kimcuong030992@gmail.com,88882,Yes,2,There is no storage space.,3,"Odd (Sidebar, Mod1)",It was delivered from the source to us (includes their own company’s distribution center). 是别人送来的.,From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a week. 一个星期一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,3:00PM to 5:00 PM,The other party. 出货的人决定。,Do not know. 不知道,,,,,,,,,,,,,,,,,,,,,,,,,,,Xiang Chen Coffee Stall,050335,Others,Less than 10 m2,No,0600,,,0 (None),0 (None),3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2000,"Food court and hawkers (5614, 56122)"
0,"<Point><coordinates>103.8448748,1.2833657,0.0</coordinates></Point>",2014-07-15 17:21:02,1.2833657,0.0,103.8448748,S2689061,,0,0,0,,yinjin26@gmail.com,6316,Yes,1,There is no storage space.,3,"Odd (Sidebar, Mod1)","We picked it up from the source. 我们去拿货送回店里 (Sidebar, PICK)",From a wholesaler (sell mix of different brands and products to meet niche needs of the store). 批发商 (批发多种不同品牌与货物的公司),Once a month. 一个月一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,9:00AM to 11:00 AM,,,From another store. 另一间店,Once a month. 一个月一次,"(Dry/ Preserved food (e.g. Soda, canned food, snacks, sauce))",50x50x50cm,Car. 车,No. 否,,,,,,,,,,,,,,,,,,,,,Da zhong hao liang cha,050335,Others,Less than 10 m2,No,1300,,,3 (Most),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),0 (None),,,,,,,,,,,,,,,,,,,,,,,2130,"Food court and hawkers (5614, 56122)"
,"<Point><coordinates>-71.0916134,42.3897019,0.0</coordinates></Point>",2014-07-14 22:17:09,42.3897019,0.0,-71.0916134,S5720765,T2454789,0,0,0,0.0,kuanbutts@gmail.com,777771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"<Point><coordinates>103.8298439,1.2808401,0.0</coordinates></Point>",2014-07-15 10:12:37,1.2808401,0.0,103.8298439,S2735980,,0,0,0,0.0,kimcuong030992@gmail.com,00000,Yes,12236694854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
